"","Region","nombre_region","provincia","Nombre_provincia","Comuna","nombre_comuna","a2002","a2003","a2004","a2005","a2006","a2007","a2008","a2009","a2010","a2011","a2012","a2013","a2014","a2015","a2016","a2017","a2018","a2019","a2020"
"1",5,"V  Valparaíso",56,"San Antonio",5602,"Algarrobo",8909,9041,9163,9278,9391,9507,9627,9748,9876,9994,10119,10246,10359,10474,10588,10700,10820,10938,11032
"2",13,"Región Metropolitana",135,"Melipilla",13502,"Alhué",4604,4687,4761,4840,4914,4999,5086,5185,5266,5363,5454,5540,5631,5728,5816,5916,6002,6084,6179
"3",8,"VIII  Biobío",83,"Biobío",8314,"Alto Biobío",7292,7192,7075,6968,6875,6781,6682,6603,6502,6428,6342,6258,6179,6118,6034,5957,5886,5817,5744
"4",3,"III  Atacama",33,"Huasco",3302,"Alto del Carmen",5021,5084,5165,5238,5327,5422,5534,5640,5754,5863,5975,6076,6194,6305,6412,6519,6624,6736,6829
"5",1,"I  Tarapacá",11,"Iquique",1107,"Alto Hospicio",52055,55299,58704,62314,66125,70184,74531,79163,84039,89182,94594,100226,106078,112142,118413,124872,131512,138319,145285
"6",10,"X  Los Lagos",102,"Chiloé",10202,"Ancud",41405,41721,41992,42223,42425,42607,42804,43016,43233,43418,43569,43695,43832,43978,44128,44249,44373,44476,44568
"7",4,"IV  Coquimbo",41,"Elqui",4103,"Andacollo",10671,10699,10730,10762,10807,10852,10918,10987,11061,11134,11204,11287,11348,11415,11488,11555,11619,11677,11734
"8",9,"IX   Araucanía",92,"Malleco",9201,"Angol",50771,51204,51615,51980,52337,52684,53039,53393,53727,54051,54384,54689,54995,55289,55570,55845,56103,56345,56563
"9",12,"XII  Magallanes y la Antártica",122,"Antártica Chilena",12202,"Antártica",130,133,134,141,145,145,149,157,162,167,172,181,184,192,196,202,210,214,220
"10",2,"II  Antofagasta",21,"Antofagasta",2101,"Antofagasta",307809,312798,317652,322413,327263,332305,337577,343147,348840,354659,360573,366438,372325,378244,384065,389812,395453,400967,406362
"11",8,"VIII  Biobío",83,"Biobío",8302,"Antuco",4058,4046,4044,4037,4029,4031,4017,4022,4008,3991,3986,3969,3962,3945,3926,3906,3891,3858,3842
"12",8,"VIII  Biobío",82,"Arauco",8202,"Arauco",36168,36371,36565,36749,36931,37107,37286,37471,37633,37791,37932,38051,38163,38270,38363,38431,38490,38518,38521
"13",15,"XV  Arica y Parinacota",151,"Arica",15101,"Arica",190686,192896,195302,197936,200824,204063,207639,211437,215348,219387,223486,227553,231611,235677,239710,243701,247663,251548,255390
"14",11,"XI Aysén",112,"Aysén",11201,"Aysén",22999,23351,23705,24053,24405,24779,25165,25563,25949,26313,26652,26994,27316,27644,27965,28283,28595,28914,29212
"15",13,"Región Metropolitana",134,"Maipo",13402,"Buín",65776,66994,68192,69404,70649,71923,73267,74659,76053,77457,78880,80316,81760,83211,84651,86079,87491,88895,90292
"16",8,"VIII  Biobío",84,"Ñuble",8402,"Bulnes",21356,21398,21438,21484,21513,21565,21620,21671,21725,21784,21832,21869,21910,21963,22002,22042,22081,22112,22133
"17",5,"V  Valparaíso",54,"Petorca",5402,"Cabildo",19607,19681,19727,19784,19816,19855,19895,19945,19977,20014,20050,20079,20106,20117,20137,20135,20129,20129,20113
"18",12,"XII  Magallanes y la Antártica",122,"Antártica Chilena",12201,"Cabo de Hornos",2305,2331,2371,2403,2436,2476,2517,2559,2605,2650,2696,2737,2782,2825,2862,2906,2948,2987,3039
"19",8,"VIII  Biobío",83,"Biobío",8303,"Cabrero",26215,26456,26678,26904,27125,27351,27577,27819,28042,28273,28499,28709,28918,29136,29357,29563,29773,29974,30173
"20",2,"II  Antofagasta",22,"El Loa",2201,"Calama",143480,145818,148075,150315,152586,154951,157428,160016,162687,165410,168180,170937,173691,176459,179200,181897,184543,187129,189654
"21",10,"X  Los Lagos",101,"Llanquihue",10102,"Calbuco",32212,32244,32363,32531,32730,32935,33180,33449,33724,33973,34199,34421,34638,34864,35073,35282,35471,35654,35821
"22",3,"III  Atacama",31,"Copiapó",3102,"Caldera",14241,14408,14594,14796,15025,15288,15559,15843,16128,16417,16710,16984,17263,17542,17830,18101,18369,18633,18888
"23",13,"Región Metropolitana",134,"Maipo",13403,"Calera  de Tango",18907,19307,19688,20082,20486,20902,21332,21783,22232,22695,23152,23625,24097,24577,25060,25528,26007,26470,26941
"24",5,"V  Valparaíso",53,"Los Andes",5302,"Calle Larga",10776,11032,11289,11550,11814,12079,12355,12637,12917,13209,13507,13802,14108,14405,14712,15021,15329,15637,15947
"25",15,"XV  Arica y Parinacota",151,"Arica",15102,"Camarones",1255,1120,1019,951,903,863,838,814,803,794,788,779,783,778,778,783,781,791,791
"26",1,"I  Tarapacá",14,"Tamarugal",1402,"Camiña",1318,1316,1318,1308,1303,1304,1301,1296,1299,1303,1298,1295,1297,1293,1278,1277,1272,1268,1262
"27",4,"IV  Coquimbo",42,"Choapa",4202,"Canela",9713,9728,9736,9745,9758,9774,9797,9817,9838,9859,9886,9897,9914,9903,9914,9911,9895,9883,9864
"28",8,"VIII  Biobío",82,"Arauco",8203,"Cañete",32429,32607,32788,32946,33115,33272,33426,33578,33717,33848,33958,34050,34129,34202,34260,34277,34287,34266,34214
"29",9,"IX   Araucanía",91,"Cautín",9102,"Carahue",26643,26683,26711,26719,26728,26716,26718,26718,26697,26686,26668,26637,26606,26562,26515,26467,26406,26341,26276
"30",5,"V  Valparaíso",56,"San Antonio",5603,"Cartagena",17494,17742,17972,18193,18407,18611,18819,19038,19242,19447,19647,19839,20035,20213,20396,20563,20733,20890,21036
"31",5,"V  Valparaíso",51,"Valparaíso",5102,"Casablanca",22677,23126,23583,24029,24481,24936,25399,25878,26363,26854,27348,27834,28338,28831,29333,29826,30316,30805,31296
"32",10,"X  Los Lagos",102,"Chiloé",10201,"Castro",40799,41594,42315,42979,43586,44165,45297,45887,46434,46908,47380,47818,48247,48665,49068,49451,49824,50159,50483
"33",5,"V  Valparaíso",57,"San Felipe de Aconcagua",5702,"Catemu",12561,12675,12800,12906,13005,13105,13221,13329,13443,13550,13659,13766,13863,13960,14062,14151,14229,14317,14389
"34",7,"VII  Maule",72,"Cauquenes",7201,"Cauquenes",42724,42641,42536,42414,42291,42145,42010,41871,41717,41542,41341,41126,40896,40661,40401,40135,39853,39544,39223
"35",13,"Región Metropolitana",131,"Santiago",13102,"Cerrillos",74571,75051,75652,76345,77108,77925,78823,79770,80700,81629,82574,83502,84437,85349,86240,87114,87958,88765,89544
"36",13,"Región Metropolitana",131,"Santiago",13103,"Cerro Navia",153817,154203,154495,154771,155041,155372,155777,156234,156651,157032,157412,157745,158046,158299,158506,158641,158723,158729,158670
"37",10,"X  Los Lagos",104,"Palena",10401,"Chaitén",7448,7497,7510,7455,7288,6982,2485,2519,2619,3221,3316,3423,3533,3740,3967,4176,4394,4605,4817
"38",7,"VII  Maule",72,"Cauquenes",7202,"Chanco",9810,9768,9726,9679,9634,9583,9532,9482,9425,9374,9311,9248,9173,9103,9037,8958,8874,8785,8697
"39",3,"III  Atacama",32,"Chañaral",3201,"Chañaral",14035,13968,13891,13837,13802,13789,13782,13787,13800,13800,13781,13770,13746,13725,13698,13660,13621,13563,13511
"40",6,"VI  O'Higgins",63,"Colchagua",6302,"Chépica",14375,14529,14676,14812,14946,15077,15215,15360,15495,15631,15750,15860,15980,16081,16196,16278,16362,16449,16496
"41",8,"VIII  Biobío",81,"Concepción",8103,"Chiguayante",84280,85419,86537,87631,88746,89889,91038,92217,93379,94537,95686,96794,97909,99036,100157,101243,102321,103367,104382
"42",11,"XI Aysén",114,"General Carrera",11401,"Chile Chico",4577,4621,4655,4703,4741,4781,4837,4880,4922,4971,5005,5032,5070,5098,5127,5161,5176,5214,5233
"43",8,"VIII  Biobío",84,"Ñuble",8401,"Chillán",167900,168936,169913,170820,171759,172718,173678,174653,175576,176492,177341,178104,178871,179632,180348,181008,181618,182153,182622
"44",8,"VIII  Biobío",84,"Ñuble",8406,"Chillán Viejo",22895,23539,24180,24834,25513,26207,26927,27657,28398,29157,29930,30703,31502,32319,33146,33982,34829,35685,36553
"45",6,"VI  O'Higgins",63,"Colchagua",6303,"Chimbarongo",33520,33882,34211,34528,34838,35135,35450,35764,36089,36385,36654,36919,37172,37424,37660,37876,38065,38223,38350
"46",9,"IX   Araucanía",91,"Cautín",9121,"Cholchol",10434,10554,10677,10781,10883,10996,11108,11215,11320,11427,11528,11628,11731,11834,11936,12026,12119,12212,12287
"47",10,"X  Los Lagos",102,"Chiloé",10203,"Chonchi",13040,13261,13467,13662,13830,14007,14174,14344,14508,14666,14821,14943,15086,15234,15365,15494,15620,15745,15860
"48",11,"XI Aysén",112,"Aysén",11202,"Cisnes",5907,5946,5977,6000,6008,5978,5915,5795,5658,5527,5428,5366,5339,5341,5347,5356,5372,5387,5408
"49",8,"VIII  Biobío",84,"Ñuble",8403,"Cobquecura",5910,5888,5882,5865,5853,5839,5828,5821,5807,5783,5773,5752,5735,5715,5689,5667,5643,5621,5584
"50",10,"X  Los Lagos",101,"Llanquihue",10103,"Cochamó",4524,4517,4497,4475,4448,4419,4389,4355,4317,4285,4246,4203,4159,4124,4078,4030,3990,3939,3899
"51",11,"XI Aysén",113,"Capitán Prat",11301,"Cochrane",2946,2985,3015,3049,3072,3102,3144,3183,3226,3247,3274,3310,3336,3356,3382,3404,3430,3455,3480
"52",6,"VI  O'Higgins",61,"Cachapoal",6102,"Codegua",11198,11439,11674,11901,12131,12355,12588,12827,13060,13293,13518,13729,13952,14166,14392,14588,14787,14978,15143
"53",8,"VIII  Biobío",84,"Ñuble",8404,"Coelemu",16678,16684,16686,16682,16693,16713,16726,16754,16785,16823,16852,16878,16910,16950,17004,17040,17083,17125,17164
"54",8,"VIII  Biobío",84,"Ñuble",8405,"Coihueco",24458,24586,24707,24817,24930,25043,25154,25278,25386,25489,25589,25674,25763,25843,25933,25996,26057,26105,26159
"55",6,"VI  O'Higgins",61,"Cachapoal",6103,"Coinco",6621,6681,6736,6770,6818,6871,6913,6967,7006,7054,7091,7115,7160,7191,7217,7241,7261,7281,7286
"56",7,"VII  Maule",74,"Linares",7402,"Colbún",18265,18391,18507,18609,18707,18811,18917,19017,19109,19192,19267,19336,19387,19444,19499,19530,19561,19577,19586
"57",1,"I  Tarapacá",14,"Tamarugal",1403,"Colchane",1706,1701,1699,1695,1693,1693,1691,1696,1686,1688,1691,1691,1698,1696,1688,1689,1682,1675,1671
"58",13,"Región Metropolitana",133,"Chacabuco",13301,"Colina",80726,83328,85951,88635,91414,94307,97350,100517,103744,107070,110491,113989,117573,121233,124958,128760,132607,136512,140475
"59",9,"IX   Araucanía",92,"Malleco",9202,"Collipulli",23174,23324,23452,23577,23691,23790,23903,24019,24122,24216,24319,24402,24490,24574,24638,24708,24774,24832,24875
"60",6,"VI  O'Higgins",61,"Cachapoal",6104,"Coltauco",16832,17073,17307,17525,17753,17966,18200,18429,18654,18870,19090,19296,19503,19703,19894,20078,20251,20412,20558
"61",4,"IV  Coquimbo",43,"Limarí",4302,"Combarbalá",13981,14068,14152,14244,14338,14436,14548,14654,14775,14895,14998,15107,15199,15299,15379,15453,15528,15587,15649
"62",8,"VIII  Biobío",81,"Concepción",8101,"Concepción",223998,224624,225104,225523,226030,226434,226931,227403,227795,228211,228466,228677,228848,229017,229118,229160,229156,228960,228779
"63",13,"Región Metropolitana",131,"Santiago",13104,"Conchalí",138190,138456,138636,138797,138953,139167,139443,139763,140042,140304,140561,140770,140950,141089,141185,141225,141206,141129,140988
"64",5,"V  Valparaíso",51,"Valparaíso",5103,"Concón",33448,34492,35525,36590,37671,38775,39923,41109,42316,43566,44833,46124,47447,48778,50154,51533,52938,54356,55805
"65",7,"VII  Maule",71,"Talca",7102,"Constitución",47769,48084,48377,48660,48951,49225,49486,49757,49995,50190,50357,50498,50631,50754,50888,51031,51161,51291,51412
"66",8,"VIII  Biobío",82,"Arauco",8204,"Contulmo",6052,6024,5989,5954,5912,5890,5850,5813,5788,5748,5703,5670,5624,5581,5549,5500,5449,5412,5365
"67",3,"III  Atacama",31,"Copiapó",3101,"Copiapó",133822,135919,138166,140580,143273,146228,149318,152562,155871,159192,162455,165655,168946,172231,175524,178788,181962,185116,188189
"68",4,"IV  Coquimbo",41,"Elqui",4102,"Coquimbo",168980,173048,177173,181414,185833,190400,195192,200177,205272,210463,215693,220935,226223,231507,236799,242096,247386,252663,257931
"69",8,"VIII  Biobío",81,"Concepción",8102,"Coronel",99049,100299,101509,102703,103936,105174,106432,107705,108972,110227,111455,112655,113850,115062,116256,117423,118552,119664,120729
"70",14,"XIV  Los Ríos",141,"Valdivia",14102,"Corral",5667,5665,5657,5658,5661,5678,5685,5704,5712,5724,5739,5734,5748,5756,5761,5769,5771,5775,5776
"71",11,"XI Aysén",111,"Coyhaique",11101,"Coyhaique",51508,52212,52907,53596,54266,55002,55760,56551,57292,57976,58623,59236,59862,60482,61081,61656,62265,62799,63343
"72",9,"IX   Araucanía",91,"Cautín",9103,"Cunco",19393,19396,19398,19382,19359,19335,19314,19280,19257,19215,19174,19131,19090,19047,18990,18926,18862,18800,18724
"73",9,"IX   Araucanía",92,"Malleco",9203,"Curacautín",17591,17592,17589,17572,17545,17520,17493,17470,17433,17391,17355,17307,17263,17221,17164,17107,17046,16969,16907
"74",13,"Región Metropolitana",135,"Melipilla",13503,"Curacaví",25197,25530,25839,26156,26472,26799,27150,27505,27860,28213,28575,28943,29288,29641,29980,30319,30651,30960,31274
"75",10,"X  Los Lagos",102,"Chiloé",10204,"Curaco de Vélez",3519,3590,3649,3701,3758,3800,3857,3895,3948,4000,4038,4078,4128,4167,4199,4243,4286,4323,4356
"76",8,"VIII  Biobío",82,"Arauco",8205,"Curanilahue",33132,33300,33462,33611,33758,33914,34059,34211,34347,34492,34606,34702,34802,34894,34977,35047,35095,35144,35157
"77",9,"IX   Araucanía",91,"Cautín",9104,"Curarrehue",7035,7080,7115,7149,7192,7219,7250,7289,7308,7352,7370,7397,7419,7443,7466,7491,7504,7520,7533
"78",7,"VII  Maule",71,"Talca",7103,"Curepto",11207,11211,11189,11171,11150,11130,11113,11092,11064,11025,10983,10939,10895,10852,10799,10732,10674,10611,10534
"79",7,"VII  Maule",73,"Curicó",7301,"Curicó",123943,125633,127258,128869,130455,132032,133632,135266,136839,138379,139845,141277,142662,144025,145344,146612,147820,148959,150024
"80",10,"X  Los Lagos",102,"Chiloé",10205,"Dalcahue",11084,11406,11720,12022,12322,12616,13204,13514,13830,14107,14408,14711,15005,15316,15616,15927,16234,16541,16839
"81",3,"III  Atacama",32,"Chañaral",3202,"Diego de Almagro",19278,18862,18473,18099,17764,17455,17176,16904,16635,16354,16079,15797,15501,15224,14939,14656,14360,14072,13785
"82",6,"VI  O'Higgins",61,"Cachapoal",6105,"Doñihue",17546,17779,18007,18223,18433,18649,18877,19085,19323,19528,19737,19927,20127,20318,20499,20677,20838,20981,21119
"83",13,"Región Metropolitana",131,"Santiago",13105,"El Bosque",182105,183137,184043,184903,185772,186678,187680,188723,189698,190633,191541,192389,193185,193915,194555,195106,195555,195909,196166
"84",8,"VIII  Biobío",84,"Ñuble",8407,"El Carmen",13320,13305,13274,13249,13220,13190,13161,13139,13102,13073,13032,12982,12942,12898,12851,12806,12742,12690,12627
"85",13,"Región Metropolitana",136,"Talagante",13602,"El Monte",27441,28014,28577,29140,29726,30333,30967,31613,32266,32942,33618,34288,34986,35673,36377,37061,37754,38440,39125
"86",5,"V  Valparaíso",56,"San Antonio",5604,"El Quisco",9819,10050,10278,10517,10758,10991,11237,11494,11751,12015,12281,12548,12819,13093,13359,13641,13917,14191,14479
"87",5,"V  Valparaíso",56,"San Antonio",5605,"El Tabo",7286,7481,7680,7880,8078,8284,8496,8711,8939,9163,9396,9625,9863,10116,10351,10592,10839,11095,11346
"88",7,"VII  Maule",71,"Talca",7104,"Empedrado",4374,4399,4417,4419,4431,4444,4453,4461,4473,4486,4476,4488,4486,4478,4477,4476,4461,4457,4451
"89",9,"IX   Araucanía",92,"Malleco",9204,"Ercilla",9367,9378,9374,9362,9361,9342,9327,9317,9299,9277,9265,9239,9216,9197,9168,9140,9112,9082,9041
"90",13,"Región Metropolitana",131,"Santiago",13106,"Estación Central",135218,135893,136504,137092,137727,138420,139200,140051,140884,141707,142546,143384,144188,144982,145749,146477,147153,147798,148400
"91",8,"VIII  Biobío",81,"Concepción",8104,"Florida",10559,10412,10268,10125,9988,9864,9730,9617,9493,9380,9271,9163,9045,8939,8843,8742,8638,8530,8433
"92",9,"IX   Araucanía",91,"Cautín",9105,"Freire",26449,26372,26272,26150,26028,25894,25760,25629,25491,25351,25200,25052,24904,24746,24584,24411,24241,24058,23867
"93",3,"III  Atacama",33,"Huasco",3303,"Freirina",5880,5921,5980,6035,6112,6200,6286,6377,6465,6556,6649,6737,6823,6915,6992,7073,7160,7233,7306
"94",10,"X  Los Lagos",101,"Llanquihue",10104,"Fresia",13278,13302,13314,13308,13277,13237,13192,13167,13128,13069,13010,12941,12868,12802,12737,12658,12584,12507,12418
"95",10,"X  Los Lagos",101,"Llanquihue",10105,"Frutillar",16094,16262,16419,16542,16645,16734,16822,16922,17003,17078,17138,17183,17224,17272,17312,17352,17371,17383,17415
"96",10,"X  Los Lagos",104,"Palena",10402,"Futaleufú",1894,1958,2005,2065,2125,2178,3095,3159,3214,3203,3253,3294,3339,3382,3417,3459,3478,3513,3542
"97",14,"XIV  Los Ríos",142,"Ranco",14202,"Futrono",15523,15581,15627,15679,15745,15831,15916,16001,16097,16177,16244,16334,16403,16489,16564,16636,16709,16779,16830
"98",9,"IX   Araucanía",91,"Cautín",9106,"Galvarino",13060,13050,13024,12998,12958,12925,12891,12862,12812,12772,12727,12683,12632,12575,12523,12469,12408,12341,12279
"99",15,"XV  Arica y Parinacota",152,"Parinacota",15202,"General Lagos",1206,1094,1009,941,876,831,789,753,713,684,662,636,614,594,577,555,530,517,502
"100",9,"IX   Araucanía",91,"Cautín",9107,"Gorbea",15777,15808,15815,15816,15813,15810,15809,15791,15779,15766,15754,15729,15711,15684,15649,15619,15584,15537,15492
"101",6,"VI  O'Higgins",61,"Cachapoal",6106,"Graneros",26922,27485,28016,28546,29055,29586,30114,30657,31195,31726,32229,32739,33227,33726,34212,34677,35124,35535,35941
"102",11,"XI Aysén",112,"Aysén",11203,"Guaitecas",1582,1597,1612,1616,1634,1647,1667,1675,1683,1704,1716,1723,1733,1741,1754,1759,1763,1771,1781
"103",5,"V  Valparaíso",55,"Quillota",5503,"Hijuela",16600,16744,16867,16983,17101,17212,17323,17440,17558,17665,17774,17870,17966,18050,18143,18212,18277,18340,18400
"104",10,"X  Los Lagos",104,"Palena",10403,"Hualaihué",8578,8766,8936,9100,9248,9394,10104,10270,10427,10518,10660,10789,10923,11051,11165,11291,11408,11519,11638
"105",7,"VII  Maule",73,"Curicó",7302,"Hualañé",10105,10128,10152,10173,10191,10210,10217,10241,10250,10265,10257,10256,10249,10241,10230,10204,10182,10152,10121
"106",8,"VIII  Biobío",81,"Concepción",8112,"Hualpén",89906,91274,92631,93957,95327,96720,98133,99555,100999,102428,103843,105219,106628,108028,109436,110823,112188,113524,114833
"107",8,"VIII  Biobío",81,"Concepción",8105,"Hualqui",19464,19873,20289,20704,21130,21576,22016,22459,22928,23395,23855,24320,24793,25266,25745,26243,26715,27197,27670
"108",1,"I  Tarapacá",14,"Tamarugal",1404,"Huara",2699,2702,2725,2734,2749,2768,2786,2815,2832,2857,2878,2897,2923,2936,2943,2966,2984,2983,2991
"109",3,"III  Atacama",33,"Huasco",3304,"Huasco",8234,8347,8461,8585,8721,8883,9038,9222,9393,9569,9737,9919,10083,10263,10429,10595,10768,10930,11093
"110",13,"Región Metropolitana",131,"Santiago",13107,"Huechuraba",76824,78171,79485,80817,82168,83579,85053,86578,88102,89647,91209,92770,94342,95912,97470,99019,100554,102062,103549
"111",4,"IV  Coquimbo",42,"Choapa",4201,"Illapel",31458,31552,31629,31716,31808,31922,32035,32178,32309,32439,32558,32663,32753,32822,32887,32931,32955,32965,32964
"112",13,"Región Metropolitana",131,"Santiago",13108,"Inpendencia",67891,68921,69948,70966,72016,73121,74280,75492,76715,77944,79209,80476,81755,83059,84354,85638,86929,88209,89493
"113",1,"I  Tarapacá",11,"Iquique",1101,"Iquique",172281,174261,176103,177982,179896,181849,183968,186185,188380,190520,192663,194633,196437,198123,199629,200897,201948,202809,203439
"114",5,"V  Valparaíso",52,"Isla de Pascua",5201,"Isla de  Pascua",3935,4087,4243,4404,4572,4742,4919,5119,5309,5509,5709,5925,6148,6370,6600,6832,7077,7327,7582
"115",13,"Región Metropolitana",136,"Talagante",13603,"Isla de Maipo",26755,27348,27923,28504,29111,29737,30389,31063,31742,32437,33144,33855,34563,35298,36024,36747,37473,38201,38916
"116",5,"V  Valparaíso",51,"Valparaíso",5104,"Juan Fernández",648,666,695,711,729,747,768,787,800,812,817,836,850,857,863,871,880,889,896
